优先级,不符合规则,问题分类,所属项目,所属执行,相关研发需求,任务名称,任务描述,任务类型,截止日期,任务状态,最初预计,总计消耗,预计剩余,进度,由谁创建,创建日期,由谁完成,实际完成,问题详情
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0630,64678 1208-分账进件证照自动回显、支行模糊搜索及历史银行卡复用,【后端1】5月26日收付通分账进件再优化UI评审,会议时间：2026-05-26 09:00-10:00 方案评审结论通过，结论如下： 本次会议主要讨论了售后分帐新增的两个功能：开户支行网点名称支持搜索功能、选择添加过的卡功能，以及针对分行数据过滤和用户操作提示的相关技术细节，确认后端无需改动，仅前端进行优化。,a_dev4_control,2026-06-02,wait,1,0,1,0,260298,2026-06-01 15:14:11,,None,任务未完成且已过截止日：2026-06-02
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0630,64678 1208-分账进件证照自动回显、支行模糊搜索及历史银行卡复用,【后端2】5月26日收付通分账进件再优化需求评审,会议时间：2026-05-26 09:00-10:00 方案评审结论通过，待办如下： 1、调整上传提示: 修改身份证国徽面照片上传提示文案为“请上传身份证国徽面照片”。@李少君@关珊  2、测试回显失真: 测试企业营业执照自动回显图片是否失真，若失真则改为提示用户自行下载后上传。,a_dev4_control,2026-06-02,wait,1,0,1,0,260298,2026-06-01 15:13:51,,None,任务未完成且已过截止日：2026-06-02
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0630,64805 2026年6月运维专项需求,"财务在平台人工开的红票,需要拿回来并回传班牛","<p><span style=""color:rgb(128,0,0);""><strong>SELEC</strong></span><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;""><strong>T</strong> * </spa",Dev_Ops,2026-06-01,done,0.1,0.1,0,100,A80556,2026-06-01 16:27:03,A80739,2026-06-02 15:16:00,任务完成日晚于截止日：2026-06-02 > 2026-06-01
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,64793 1195-销售订单与扣款报表多维分析扩展,【前端】销售订单与扣款报表联调,,a_dev2_front,2026-06-05,wait,5,0,5,0,A80264,2026-06-03 15:33:58,,None,任务未完成且已过截止日：2026-06-05
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,64793 1195-销售订单与扣款报表多维分析扩展,【前端】销售订单与扣款报表表格配置,,a_dev2_front,2026-06-05,wait,5,0,5,0,A80264,2026-06-03 15:33:58,,None,任务未完成且已过截止日：2026-06-05
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,64793 1195-销售订单与扣款报表多维分析扩展,【前端】销售订单与扣款报表表单配置,,a_dev2_front,2026-06-05,wait,4,0,4,0,A80264,2026-06-03 15:33:58,,None,任务未完成且已过截止日：2026-06-05
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,64285 1158 - FMS系统增加已签收票据邮件收件人配置功能,【UI设计】1158 - FMS系统增加已签收票据邮件收件人配置功能设计样式与交互修改,,ad1_UI_des,2026-06-05,wait,9,0,9,0,a80549,2026-06-03 09:14:15,,None,任务未完成且已过截止日：2026-06-05
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,63105 1173 - ERP订单开票记录功能,【测试】自动开票erp记录功能验证,,ae2_test,2026-06-02,wait,8,0,8,0,A80542,2026-06-02 16:41:15,,None,任务未完成且已过截止日：2026-06-02
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,63992 1184-FMS侧查看收付通用户进件资料审核状态和审核驳回内容,【前端】分账进件详情页企业,,a_dev2_front,2026-06-05,wait,9,0,9,0,A80264,2026-06-01 09:37:50,,None,任务未完成且已过截止日：2026-06-05
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,64285 1158 - FMS系统增加已签收票据邮件收件人配置功能,[测试2]5月25日1158 - FMS系统增加已签收票据邮件收件人配置功能UI评审,会议时间: 2026-05-25 方案评审结论通过，待办如下： 修改交互设计: 根据会议讨论，调整菜单层级为二级、收件人展示固定长度悬停、拆分收件人与抄送人字段、添加搜索框、修改页面只读/可编辑状态、添加自定义命名提示弹窗等，并上传更新后的页面。 智能纪要：1158 - FMS系统增加已签收票据邮件收件人配置功能UI评审 日期：2026-05-25 09:45:00 智能纪要文件：https://,ae2_test,2026-06-01,wait,1,0,1,0,260298,2026-05-25 17:21:03,,None,任务未完成且已过截止日：2026-06-01
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,63992 1184-FMS侧查看收付通用户进件资料审核状态和审核驳回内容,查看分账进件详情接口复杂逻辑开发,查看分账进件详情接口复杂逻辑开发,a_dev4_control,2026-06-05,doing,8,4,4,50,180167,2026-06-08 09:54:34,,None,任务未完成且已过截止日：2026-06-05
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,63992 1184-FMS侧查看收付通用户进件资料审核状态和审核驳回内容,分页查询银联审核状态列表接口复杂逻辑开发,分页查询银联审核状态列表接口复杂逻辑开发,a_dev4_control,2026-06-04,doing,10,5,5,50,180167,2026-06-08 09:54:34,,None,任务未完成且已过截止日：2026-06-04
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,63992 1184-FMS侧查看收付通用户进件资料审核状态和审核驳回内容,FMS侧编码实现分账修改进件表的mq消费者,FMS侧编码实现分账修改进件表的mq消费者,a_dev4_control,2026-06-03,doing,8,4,4,50,180167,2026-06-08 09:54:34,,None,任务未完成且已过截止日：2026-06-03
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,63992 1184-FMS侧查看收付通用户进件资料审核状态和审核驳回内容,FMS侧编码实现分账进件表的mq消费者,FMS侧编码实现分账进件表的mq消费者,a_dev4_control,2026-06-02,doing,8,4,4,50,180167,2026-06-08 09:54:34,,None,任务未完成且已过截止日：2026-06-02
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,63992 1184-FMS侧查看收付通用户进件资料审核状态和审核驳回内容,钱包侧t_divide_modify_apply表生产binlog消息,"钱包侧cannal新增实例配置监听t_divide_modify_apply表,生产binlog消息",a_dev4_control,2026-06-01,doing,4,2,2,50,180167,2026-06-08 09:54:34,,None,任务未完成且已过截止日：2026-06-01
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,63992 1184-FMS侧查看收付通用户进件资料审核状态和审核驳回内容,钱包侧t_divide_apply_order表生产binlog消息,钱包侧cannal新增实例配置监听t_divide_apply_order表，生产binlog消息,a_dev4_control,2026-06-01,doing,4,2,2,50,180167,2026-06-08 09:54:34,,None,任务未完成且已过截止日：2026-06-01
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,63992 1184-FMS侧查看收付通用户进件资料审核状态和审核驳回内容,FMS侧配置nacos库表映射关系和mq主题,FMS侧配置nacos库表映射关系和mq主题,a_dev4_control,2026-06-01,doing,4,2,2,50,180167,2026-06-08 09:54:34,,None,任务未完成且已过截止日：2026-06-01
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,63992 1184-FMS侧查看收付通用户进件资料审核状态和审核驳回内容,FMS侧同步t_divide_modify_apply表并初始化基础代码,FMS侧同步分账修改进件表，并初始化基础代码,a_dev4_control,2026-06-01,doing,4,2,2,50,180167,2026-06-08 09:54:34,,None,任务未完成且已过截止日：2026-06-01
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,63992 1184-FMS侧查看收付通用户进件资料审核状态和审核驳回内容,FMS侧同步t_divide_apply_order表结构并初始化基础代码,FMS侧同步分账进件表结构，并初始化基础代码,a_dev4_control,2026-06-01,doing,4,2,2,50,180167,2026-06-08 09:54:34,,None,任务未完成且已过截止日：2026-06-01
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,63992 1184-FMS侧查看收付通用户进件资料审核状态和审核驳回内容,【前端】分账进件详情页个人,,a_dev2_front,2026-06-05,doing,9,0,9,0,A80264,2026-06-01 09:37:50,,None,任务未完成且已过截止日：2026-06-05
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,63992 1184-FMS侧查看收付通用户进件资料审核状态和审核驳回内容,【前端】分账进件列表表格配置,,a_dev2_front,2026-06-05,doing,5,0,5,0,A80264,2026-06-01 09:37:50,,None,任务未完成且已过截止日：2026-06-05
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,63992 1184-FMS侧查看收付通用户进件资料审核状态和审核驳回内容,【前端】分账进件列表表单配置,,a_dev2_front,2026-06-05,doing,4,0,4,0,A80264,2026-06-01 09:37:50,,None,任务未完成且已过截止日：2026-06-05
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,63992 1184-FMS侧查看收付通用户进件资料审核状态和审核驳回内容,售后分账进件查询-测试用例编写,,ae2_test,2026-06-03,doing,8,0,8,0,A80716,2026-06-01 08:39:26,,None,任务未完成且已过截止日：2026-06-03
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,64793 1195-销售订单与扣款报表多维分析扩展,【产品】5月29日1195报表（销售订单与扣款报表）优化及增加报表字段需求评审,会议时间：2026-05-29 14:00-15:00 方案评审结论通过，待办如下： 获取最新数据源文档: 要求对方将新的数据源文档发送一份，以便更新报表字段对接。   确认订单来源字段: 与财务确认意向退款单明细中是否缺少订单来源或订单类型字段，并明确字段逻辑。@连朔   重新对接分销数据源: 分销团队更新了数据结构，需重新对接并将最新文档贴到需求文档中。@连朔,ab2_request_des,2026-06-05,changed,1,1,0,100,260298,2026-06-01 15:14:24,180748,2026-06-01 15:48:00,任务未完成且已过截止日：2026-06-05
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,64793 1195-销售订单与扣款报表多维分析扩展,【测试1】5月29日1195报表（销售订单与扣款报表）优化及增加报表字段需求评审,会议时间：2026-05-29 14:00-15:00 方案评审结论通过，待办如下： 获取最新数据源文档: 要求对方将新的数据源文档发送一份，以便更新报表字段对接。   确认订单来源字段: 与财务确认意向退款单明细中是否缺少订单来源或订单类型字段，并明确字段逻辑。@连朔   重新对接分销数据源: 分销团队更新了数据结构，需重新对接并将最新文档贴到需求文档中。@连朔,ae2_test,2026-06-05,changed,1,1,0,100,260298,2026-06-01 15:14:22,550388,2026-05-29 15:00:00,任务未完成且已过截止日：2026-06-05
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,64793 1195-销售订单与扣款报表多维分析扩展,【后端2】5月29日1195报表（销售订单与扣款报表）优化及增加报表字段需求评审,会议时间：2026-05-29 14:00-15:00 方案评审结论通过，待办如下： 获取最新数据源文档: 要求对方将新的数据源文档发送一份，以便更新报表字段对接。   确认订单来源字段: 与财务确认意向退款单明细中是否缺少订单来源或订单类型字段，并明确字段逻辑。@连朔   重新对接分销数据源: 分销团队更新了数据结构，需重新对接并将最新文档贴到需求文档中。@连朔,a_dev4_control,2026-06-05,changed,1,1,0,100,260298,2026-06-01 15:14:22,heyang,2026-05-29 15:00:00,任务未完成且已过截止日：2026-06-05
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,64793 1195-销售订单与扣款报表多维分析扩展,【后端1】5月29日1195报表（销售订单与扣款报表）优化及增加报表字段需求评审,会议时间：2026-05-29 14:00-15:00 方案评审结论通过，待办如下： 获取最新数据源文档: 要求对方将新的数据源文档发送一份，以便更新报表字段对接。   确认订单来源字段: 与财务确认意向退款单明细中是否缺少订单来源或订单类型字段，并明确字段逻辑。@连朔   重新对接分销数据源: 分销团队更新了数据结构，需重新对接并将最新文档贴到需求文档中。@连朔,a_dev4_control,2026-06-05,changed,1,1,0,100,260298,2026-06-01 15:14:21,A80520,2026-05-29 15:20:00,任务未完成且已过截止日：2026-06-05
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0615,63993 1185-售后收付通用户进件调整附件上传功能和文案修改,【产品2】5月20日收付通分账进件和标准信用与自动还款设置UI评审,会议时间：2026/5/20 14:00-15:00 方案评审结论通过，待办如下： 1、分账进件查询-个人与企业字段确认字段名称。--杨琳2026/05/21待完成 2、调整审核状态: 去除列表中的银联审核状态列及横幅，避免与分账审核混淆 补充重复校验提示--杨琳2026/05/21待完成 3、补充自动还款设置重复校验的Toast提示内容。--杨琳2026/05/21待完成 4、确认还款方式样式:,ab2_request_des,2026-05-27,done,1,2,0,100,260298,2026-05-20 16:48:17,A80789,2026-06-01 16:01:00,任务完成日晚于截止日：2026-06-01 > 2026-05-27
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后v4.4-0608,63267 H5端新增站内搜索页面,[测试2]5月25日海外售后v4.4版本用例评审,会议时间: 2026-05-25 方案评审结论通过,test,2026-06-01,wait,1,0,1,0,260298,2026-05-25 17:21:07,,None,任务未完成且已过截止日：2026-06-01
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后v4.4-0608,63267 H5端新增站内搜索页面,[后端]5月25日海外售后v4.4版本用例评审,<p>会议时间: 2026-05-25 方案评审结论通过</p>,a_dev4_control,2026-06-01,wait,1,0,1,0,260298,2026-05-25 17:21:05,,None,任务未完成且已过截止日：2026-06-01
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后v4.4-0608,61825 2026年5月海外售后项目管理协同合作支持,【后端】5月8日海外售后系统业务培训,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">会议时间：5月8日9：00——11:00</span></p>",a_dev4_control,2026-05-15,done,6,2,0,100,260298,2026-05-09 11:19:40,A80714,2026-05-22 15:01:23,任务完成日晚于截止日：2026-05-22 > 2026-05-15
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,[后端]5月25日海外售后服务器迁移回归测试用例评审,<p>会议时间: 2026-05-25 方案评审结论通过</p>,a_dev4_control,2026-06-01,wait,1,0,1,0,260298,2026-05-25 17:21:09,,None,任务未完成且已过截止日：2026-06-01
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【测试】PC端海外售后功能回归验证,PC端海外售后功能回归验证,ae2_test,2026-06-05,wait,16,0,16,0,260298,2026-05-12 11:28:18,,None,任务未完成且已过截止日：2026-06-05
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【测试】H5端海外售后功能回归验证,H5端海外售后功能回归验证,ae2_test,2026-06-03,wait,16,0,16,0,260298,2026-05-12 11:28:18,,None,任务未完成且已过截止日：2026-06-03
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】生产环境Jenkins 迁移+验证,Jenkins 迁移：验证,a_dev4_control,2026-06-05,wait,9,0,9,0,260298,2026-05-12 11:28:18,,None,任务未完成且已过截止日：2026-06-05
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】生产Harbor 迁移+验证,Harbor 迁移： 验证,a_dev4_control,2026-06-04,wait,9,0,9,0,260298,2026-05-12 11:28:18,,None,任务未完成且已过截止日：2026-06-04
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】生产环境Nexus 迁移验证,Nexus 迁移：验证,a_dev4_control,2026-06-03,wait,9,0,9,0,260298,2026-05-12 11:28:18,,None,任务未完成且已过截止日：2026-06-03
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】测试环境执行迁移并校验数据,执行迁移并校验数据,a_dev4_control,2026-06-02,wait,18,0,18,0,260298,2026-05-12 11:28:18,,None,任务未完成且已过截止日：2026-06-02
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【测试】PC端模块功能回归测试,PC模块功能回归测试,ae2_test,2026-06-05,wait,16,0,16,0,260298,2026-05-12 11:28:18,,None,任务未完成且已过截止日：2026-06-05
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【测试】H5端模块功能回归测试,H5模块功能回归测试,ae2_test,2026-06-03,wait,16,0,16,0,260298,2026-05-12 11:28:18,,None,任务未完成且已过截止日：2026-06-03
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【运维】前端应用迁移,前端应用迁移,a_dev4_control,2026-05-27,done,9,10,0,100,260298,2026-05-12 11:28:18,A80714,2026-05-28 08:35:00,任务完成日晚于截止日：2026-05-28 > 2026-05-27
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【运维】Elasticsearch 迁移：快照恢复 + 索引 /mapping 验证,Elasticsearch 迁移：快照恢复 + 索引 /mapping 验证,a_dev4_control,2026-05-26,done,9,10,0,100,260298,2026-05-12 11:28:18,A80714,2026-05-27 08:33:00,任务完成日晚于截止日：2026-05-27 > 2026-05-26
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【运维】MySQL 迁移：全量导出导入 + 权限配置 + 数据一致性校验,MySQL 迁移：全量导出导入 + 权限配置 + 数据一致性校验,a_dev4_control,2026-05-21,done,9,9,0,100,260298,2026-05-12 11:28:18,A80714,2026-05-22 15:09:12,任务完成日晚于截止日：2026-05-22 > 2026-05-21
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【运维】Jenkins 迁移：JENKINS迁移 + 任务 / 凭证 / 插件验证,Jenkins 迁移：JENKINS迁移 + 任务 / 凭证 / 插件验证,a_dev4_control,2026-05-20,done,9,9,0,100,260298,2026-05-12 11:28:18,A80714,2026-05-22 15:08:19,任务完成日晚于截止日：2026-05-22 > 2026-05-20
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【运维】Harbor 迁移：镜像导出导入 + 数据卷恢复 + 验证,Harbor 迁移：镜像导出导入 + 数据卷恢复 + 验证,a_dev4_control,2026-05-19,done,9,9,0,100,260298,2026-05-12 11:28:18,A80714,2026-05-22 15:05:12,任务完成日晚于截止日：2026-05-22 > 2026-05-19
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【运维】Nexus 迁移：数据卷备份恢复 + 配置迁移 + 验证,Nexus 迁移：数据卷备份恢复 + 配置迁移 + 验证,a_dev4_control,2026-05-18,done,9,9,0,100,260298,2026-05-12 11:28:18,A80714,2026-05-22 15:03:39,任务完成日晚于截止日：2026-05-22 > 2026-05-18
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【运维】接口与依赖梳理,补充第三方系统调用海外售后接口的具体系统名字+负责人，以及补充罗列可能受影响的第三方业务功能的接口,a_dev4_control,2026-05-15,done,9,9,0,100,260298,2026-05-12 11:28:18,A80714,2026-05-22 15:03:01,任务完成日晚于截止日：2026-05-22 > 2026-05-15
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【运维】对数据进行全量备份,对数据进行全量备份,a_dev4_control,2026-05-14,done,18,18,0,100,260298,2026-05-12 11:28:18,A80714,2026-05-22 15:02:40,任务完成日晚于截止日：2026-05-22 > 2026-05-14
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【运维】OCI 环境配置，准备迁移工具,OCI 环境配置，准备迁移工具,a_dev4_control,2026-05-12,done,18,18,0,100,260298,2026-05-12 11:28:18,A80714,2026-05-22 15:02:12,任务完成日晚于截止日：2026-05-22 > 2026-05-12
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【测试】模块功能回归测试用例，安全测试用例编写,模块功能回归测试用例，安全测试用例编写,ae2_test,2026-05-22,done,16,16,0,100,260298,2026-05-12 11:28:18,550388,2026-05-25 17:34:26,任务完成日晚于截止日：2026-05-25 > 2026-05-22
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,海外售后AWS迁移至Oracle云方案编写及修改,,a_dev,2026-05-09,cancel,18,9,9,50,A80714,2026-06-02 09:46:12,,None,任务未完成且已过截止日：2026-05-09
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【测试】模块功能回归测试,PC模块功能回归测试,ae2_test,2026-06-05,cancel,16,0,16,0,260298,2026-05-12 10:55:47,,None,任务未完成且已过截止日：2026-06-05
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【测试】模块功能回归测试,H5模块功能回归测试,ae2_test,2026-06-03,cancel,16,0,16,0,260298,2026-05-12 10:55:47,,None,任务未完成且已过截止日：2026-06-03
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【测试】模块功能回归测试用例，安全测试用例编写,模块功能回归测试用例，安全测试用例编写,ae2_test,2026-05-22,cancel,16,0,16,0,260298,2026-05-12 10:55:47,,None,任务未完成且已过截止日：2026-05-22
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】生产环境Jenkins 迁移+验证,Jenkins 迁移：验证,a_dev4_control,2026-06-05,cancel,9,0,9,0,260298,2026-05-12 10:55:47,,None,任务未完成且已过截止日：2026-06-05
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】生产Harbor 迁移+验证,Harbor 迁移： 验证,a_dev4_control,2026-06-04,cancel,9,0,9,0,260298,2026-05-12 10:55:47,,None,任务未完成且已过截止日：2026-06-04
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】生产环境Nexus 迁移验证,Nexus 迁移：验证,a_dev4_control,2026-06-03,cancel,9,0,9,0,260298,2026-05-12 10:55:47,,None,任务未完成且已过截止日：2026-06-03
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】执行迁移并校验数据,执行迁移并校验数据,a_dev4_control,2026-06-02,cancel,18,0,18,0,260298,2026-05-12 10:55:47,,None,任务未完成且已过截止日：2026-06-02
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【运维】后端应用迁移,后端应用迁移,a_dev4_control,2026-05-29,cancel,18,0,18,0,260298,2026-05-12 10:55:47,,None,任务未完成且已过截止日：2026-05-29
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【运维】前端应用迁移,前端应用迁移,a_dev4_control,2026-05-27,cancel,9,0,9,0,260298,2026-05-12 10:55:47,,None,任务未完成且已过截止日：2026-05-27
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【运维】Elasticsearch 迁移：快照恢复 + 索引 /mapping 验证,Elasticsearch 迁移：快照恢复 + 索引 /mapping 验证,a_dev4_control,2026-05-26,cancel,9,0,9,0,260298,2026-05-12 10:55:47,,None,任务未完成且已过截止日：2026-05-26
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【运维】Nacos 集群迁移：配置 / 服务数据迁移 + 集群健康检查,Nacos 集群迁移：配置 / 服务数据迁移 + 集群健康检查,a_dev4_control,2026-05-25,cancel,9,0,9,0,260298,2026-05-12 10:55:47,,None,任务未完成且已过截止日：2026-05-25
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【运维】Redis 迁移：数据验证,Redis 迁移：数据验证,a_dev4_control,2026-05-22,cancel,9,0,9,0,260298,2026-05-12 10:55:47,,None,任务未完成且已过截止日：2026-05-22
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【运维】MySQL 迁移：全量导出导入 + 权限配置 + 数据一致性校验,MySQL 迁移：全量导出导入 + 权限配置 + 数据一致性校验,a_dev4_control,2026-05-21,cancel,9,0,9,0,260298,2026-05-12 10:55:47,,None,任务未完成且已过截止日：2026-05-21
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【运维】Jenkins 迁移：JENKINS迁移 + 任务 / 凭证 / 插件验证,Jenkins 迁移：JENKINS迁移 + 任务 / 凭证 / 插件验证,a_dev4_control,2026-05-20,cancel,9,0,9,0,260298,2026-05-12 10:55:47,,None,任务未完成且已过截止日：2026-05-20
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【运维】Harbor 迁移：镜像导出导入 + 数据卷恢复 + 验证,Harbor 迁移：镜像导出导入 + 数据卷恢复 + 验证,a_dev4_control,2026-05-19,cancel,9,0,9,0,260298,2026-05-12 10:55:47,,None,任务未完成且已过截止日：2026-05-19
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【运维】Nexus 迁移：数据卷备份恢复 + 配置迁移 + 验证,Nexus 迁移：数据卷备份恢复 + 配置迁移 + 验证,a_dev4_control,2026-05-18,cancel,9,0,9,0,260298,2026-05-12 10:55:47,,None,任务未完成且已过截止日：2026-05-18
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【运维】接口与依赖梳理,补充第三方系统调用海外售后接口的具体系统名字+负责人，以及补充罗列可能受影响的第三方业务功能的接口,a_dev4_control,2026-05-15,cancel,9,0,9,0,260298,2026-05-12 10:55:47,,None,任务未完成且已过截止日：2026-05-15
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【运维】对数据进行全量备份,对数据进行全量备份,a_dev4_control,2026-05-14,cancel,18,0,18,0,260298,2026-05-12 10:55:47,,None,任务未完成且已过截止日：2026-05-14
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【运维】OCI 环境配置，准备迁移工具,OCI 环境配置，准备迁移工具,a_dev4_control,2026-05-12,cancel,18,0,18,0,260298,2026-05-12 10:55:47,,None,任务未完成且已过截止日：2026-05-12
